nl_text,code_snippet
moving x-axis to the top of a plot in matplotlib,ax.xaxis.set_ticks_position('top')
efficient way to shift a list in python,"shift([1, 2, 3], 14)"
change the font size on plot `matplotlib` to 22,matplotlib.rcParams.update({'font.size': 22})
find all substrings in `mystring` beginning and ending with square brackets,"re.findall('\\[(.*?)\\]', mystring)"
unicode representation to formatted unicode?,chr(128512)
capitalizing non-ascii words in python,print('\xe9'.capitalize())
"make a line plot with errorbars, `ebar`, from data `x, y, err` and set color of the errorbars to `y` (yellow)","ebar = plt.errorbar(x, y, yerr=err, ecolor='y')"
how can i retrieve the tls/ssl peer certificate of a remote host using python?,"print(ssl.get_server_certificate(('server.test.com', 443)))"
how can i get the name of an object in python?,"dict([(t.__name__, t) for t in fun_list])"
pandas groupby where all columns are added to a list prefixed by column name,df.groupby('id1').apply(func)
numpy matrix to array,A = np.squeeze(np.asarray(M))
how to set null for integerfield instead of setting 0?,"age = models.IntegerField(blank=True, null=True)"
joining two numpy matrices,"np.hstack([X, Y])"
return rows of data associated with the maximum value of column 'value' in dataframe `df`,df.loc[df['Value'].idxmax()]
understanding == applied to a numpy array,np.array([(labels == i).astype(np.float32) for i in np.arange(3)])
sort list `trial_list` based on values of dictionary `trail_dict`,"sorted(trial_list, key=lambda x: trial_dict[x])"
pythonic way to insert every 2 elements in a string,"[(a + b) for a, b in zip(s[::2], s[1::2])]"
setting the size of the plotting canvas in matplotlib,"plt.savefig('D:\\mpl_logo.png', dpi=dpi, transparent=True)"
run a pivot with a multi-index `year` and `month` in a pandas data frame,"df.pivot_table(values='value', index=['year', 'month'], columns='item')"
convert a string key to int in a dictionary,"coautorshipDictionary = {int(k): int(v) for k, v in json.load(json_data)}"
how can i multiply all items in a list together with python?,"from functools import reduce
reduce(lambda x, y: x * y, [1, 2, 3, 4, 5, 6])"
pandas replace values in dataframe timeseries,df = pd.DataFrame({'Close': [2.389000000001]})
find the index of sub string 's' in string `str` starting from index 16,"str.find('s', 16)"
normalizing colors in matplotlib,plt.show()
best way to print list output in python,print('---'.join(vals))
complex sorting of a list,"sorted(['1:14', '8:01', '12:46', '6:25'], key=daytime)"
pandas write table to mysql,"df.to_sql('demand_forecast_t', engine, if_exists='replace', index=False)"
"extracting words from a string, removing punctuation and returning a list with separated words in python","re.findall('[%s]+' % string.ascii_letters, 'Hello world, my name is...James!')"
search for a file using a wildcard,glob.glob('?.gif')
"remove characters ""!@#$"" from a string `line`","line.translate(None, '!@#$')"
removing control characters from a string in python,return ''.join(ch for ch in s if unicodedata.category(ch)[0] != 'C')
how do i create a datetime in python from milliseconds?,datetime.datetime.fromtimestamp(ms / 1000.0)
how can i sum the product of two list items using for loop in python?,"sum(x * y for x, y in zip(a, b))"
python pandas: plot histogram of dates?,"df.groupby([df.date.dt.year, df.date.dt.month]).count().plot(kind='bar')"
subtract all items in a list against each other,"[(1, 1), (2, 2), (3, 4), (1, 1), (2, 3), (1, 2)]"
"replace value '-' in any column of pandas dataframe to ""nan""","df.replace('-', 'NaN')"
delete an item with key `key` from `mydict`,"try:
    del mydict[key]
except KeyError:
    pass
try:
    del mydict[key]
except KeyError:
    pass"
how can i check the data transfer on a network interface in python?,time.sleep(5)
python mysql parameterized queries,"c.execute('SELECT * FROM foo WHERE bar = %s AND baz = %s', (param1, param2))"
selenium get the entire `driver` page text,driver.page_source
how to implement jump in pygame without sprites?,pygame.display.flip()
changing the text on a label,self.depositLabel['text'] = 'change the value'
iterate over a dictionary `foo` sorted by the key,"for k in sorted(foo.keys()):
    pass"
get all texts and tags from a tag `strong` from etree tag `some_tag` using lxml,print(etree.tostring(some_tag.find('strong')))
open a background process 'background-process' with arguments 'arguments',"subprocess.Popen(['background-process', 'arguments'])"
python json encoding,"{'apple': 'cat', 'banana': 'dog'}"
twitter streaming api with tweepy rejects oauth,"auth.set_access_token(access_token, access_token_secret)"
get the date 6 months from today,six_months = (date.today() + relativedelta(months=(+ 6)))
round number `x` to nearest integer,int(round(x))
round number 7.005 up to 2 decimal places,"round(7.005, 2)"
numpy: cartesian product of x and y array points into single array of 2d points,"numpy.transpose([numpy.tile(x, len(y)), numpy.repeat(y, len(x))])"
find rows with non zero values in a subset of columns in pandas dataframe,"df.loc[(df.loc[:, (df.dtypes != object)] != 0).any(1)]"
add a new filter into sld,"fts.Rules[1].create_filter('name_1', '>=', '0')"
switch between two frames in tkinter,"frame.grid(row=0, column=0, sticky='nsew')"
swap each pair of characters in string `s`,""""""""""""".join([s[x:x + 2][::-1] for x in range(0, len(s), 2)])"
how to disable input to a text widget but allow programatic input?,"text_widget.bind('<1>', lambda event: text_widget.focus_set())"
django filter by datetime on a range of dates,queryset.filter(created_at__gte=datetime.date.today())
python/numpy - cross product of matching rows in two arrays,"all((c[i] == np.cross(a[i], b[i])).all() for i in range(len(c)))"
sorting python list based on the length of the string,xs.sort(key=len)
how to find the real user home directory using python?,os.path.expanduser('~user')
python : how to fill an array line by line?,"[[0, 0, 0], [1, 1, 1], [0, 0, 0]]"
round 123 to 100,"int(round(123, -2))"
how to merge two python dictionaries in a single expression?,z = dict(list(x.items()) + list(y.items()))
how can i filter a pandas groupby object and obtain a groupby object back?,grouped.apply(lambda x: x.sum() if len(x) > 2 else None).dropna()
removing the common elements between two lists,res = list(set(a) ^ set(b))
python tkinter: how to create a toggle button?,root = tk.Tk()
network pinging with python,os.system('ping -c 5 www.examplesite.com')
convert a list of strings to either int or float,[(int(i) if i.isdigit() else float(i)) for i in s]
tuple digits to number conversion,float(str(a[0]) + '.' + str(a[1]))
django datetime issues (default=datetime.now()),"date = models.DateTimeField(default=datetime.now, blank=True)"
max prime palindrome in python,max(n for n in range(1000) if str(n) == str(n)[::-1] and is_prime(n))
how to get unique values with respective occurance count from a list in python?,"[(g[0], len(list(g[1]))) for g in itertools.groupby(['a', 'a', 'b', 'b', 'b'])]"
create a list by appending components from list `a` and reversed list `b` interchangeably,"[value for pair in zip(a, b[::-1]) for value in pair]"
reading tab delimited csv into numpy array with different data types,"np.genfromtxt(txt, delimiter='\t', dtype='str')"
return list of items in list greater than some value,[x for x in j if x >= 5]
sort a list of strings `list`,list.sort()
summing elements in a list,"sum(map(int, l))"
sorting a dictionary by value then key,"[v[0] for v in sorted(iter(d.items()), key=lambda k_v: (-k_v[1], k_v[0]))]"
how to print variables without spaces between values,"print('Value is ""{}""'.format(value))"
set values on the diagonal of pandas.dataframe,"np.fill_diagonal(df.values, 0)"
"get index of character 'b' in list '['a', 'b']'","['a', 'b'].index('b')"
zip file `pdffile` using its basename as directory name,"archive.write(pdffile, os.path.basename(pdffile))"
how can i create the empty json object in python,data = json.loads(request.POST['mydata']) if 'mydata' in request.POST else {}
django: detecting changes of a set of fields when a model is saved,"super(Model, self).save(*args, **kwargs)"
how do you set up a flask application with sqlalchemy for testing?,app.run(debug=True)
how to format a floating number to fixed width in python,print('{:10.4f}'.format(x))
convert django model object to dict with all of the fields intact,"{'id': 1, 'reference1': 1, 'value': 1}"
how to binarize the values in a pandas dataframe?,"pd.concat([df, pd.get_dummies(df, '', '').astype(int)], axis=1)[order]"
python: dots in the name of variable in a format string,print('Name: %(person.name)s' % {'person.name': 'Joe'})
updating the x-axis values using matplotlib animation,plt.show()
append two multiindexed pandas dataframes,"pd.concat([df_current, df_future]).sort_index()"
split a list of strings at positions they match a different list of strings,"re.split('|'.join(re.escape(x) for x in list1), s)"
"numpy index, get bands of width 2","test.reshape((4, 4))[:, :2].reshape((2, 4))"
how do i pass tuples elements to a function as arguments in python?,myfunc(*args)
how do i insert into t1 (select * from t2) in sqlalchemy?,session.execute('INSERT INTO t1 (SELECT * FROM t2)')
returning notimplemented from __eq__,raise TypeError('sth')
python pandas dataframe: retrieve number of columns,len(df.index)
how to log python exception?,logging.exception('')
shuffling a list with restrictions in python,"[('a', '1'), ('b', '2'), ('c', '3'), ('d', '4')]"
import module from string variable,importlib.import_module('matplotlib.text')
append a pandas series `b` to the series `a` and get a continuous index,a.append(b).reset_index(drop=True)
equivalent of j in numpy,np.array([1j])
fetching most recent related object for set of objects in peewee,q = B.select().join(A).group_by(A).having(fn.Max(B.date) == B.date)
how can i split a string into tokens?,"print([i for i in re.split('(\\d+|\\W+)', 'x+13.5*10x-4e1') if i])"
how do i print bold text in python?,print('\x1b[1m' + 'Hello')
count the number of rows with missing values in a pandas dataframe `df`,"sum(df.apply(lambda x: sum(x.isnull().values), axis=1) > 0)"
how to strip white spaces in python without using a string method?,""""""""""""".join(str(x) for x in range(1, N + 1))"
multiplying in a list python,"sum(a * b for a, b in zip(it, it))"
index of duplicates items in a python list,"[1, 3, 5, 11, 15, 22]"
listing files from a directory using glob python,glob.glob('*')
how to build html5lib parser to deal with a mixture of xml and html tags,"xml_soup = BeautifulSoup(xml_object, 'xml')"
how do i convert datetime to date (in python)?,datetime.datetime.now().date()
how to copy only upper triangular values into array from numpy.triu()?,list(A[np.triu_indices(3)])
sort a multidimensional array `a` by column with index 1,"sorted(a, key=lambda x: x[1])"
python - regex search and findall,"regex = re.compile('\\d+(?:,\\d+)*')"
how to send multiple input field values with same name?,relations = request.POST.getlist('relations')
norm along row in pandas,np.sqrt(np.square(df).sum(axis=1))
how do i disable log messages from the requests library?,logging.getLogger('urllib3').setLevel(logging.WARNING)
how do i open an image from the internet in pil?,im = Image.open(image_file)
check if all lists in list `l` have three elements of integer 1,all(x.count(1) == 3 for x in L)
get python class object from string,"print(getattr(somemodule, class_name))"
"sigmoidal regression with scipy, numpy, python, etc","scipy.optimize.leastsq(residuals, p_guess, args=(x, y))"
python regex substitute from some position of pattern,"find.sub('\\1', text)"
get index of rows in column 'boolcol',df.loc[df['BoolCol']]
remove duplicate chars using regex?,"re.sub('a*', 'a', 'aaabbbccc')"
get a list from a list `lst` with values mapped into a dictionary `dct`,[dct[k] for k in lst]
how to apply standardization to svms in scikit-learn?,X_train = scaler.fit(X_train).transform(X_train)
how do i convert unicode code to string in python?,print(text.decode('unicode-escape'))
how to zip lists in a list,"zip(*[[1, 2], [3, 4], [5, 6]])"
extract a url from a string `mystring`,"print(re.findall('(https?://[^\\s]+)', myString))"
